description,statusesCount,followersCount,favoritesCount,friendsCount,url,name,created,protected,verified,screenName,location,lang,id,listedCount,followRequestSent,profileImageUrl
"""Those who make the worst use of their time are the first to complain of its shortness."" - Jean de la Bruyere",35780,7931,22423,7882,NA,LonelyGhost,2011-06-03T17:13:58Z,FALSE,FALSE,Longhost1,,pl,310384736,23,FALSE,http://pbs.twimg.com/profile_images/890989341450915844/P2nLMM-F_normal.jpg
"NASZE MEMY CZYLI SOK Z BURAKA ROBIMY Z TEGO, CO SIƒò DZIEJE WOK√ì≈Å NAS. A ≈ªE SIƒò DZIEJE DU≈ªO, TO SOKU NAM NIGDY NIE ZABRAKNIE :) BIERZCIE I PIJCIE Z TEGO WSZYSCY.",11768,11235,5827,312,http://t.co/ORpeCS1eCG,SOKZBURAKA,2015-07-08T08:19:22Z,FALSE,FALSE,SOKzBURAKApl,,pl,3365546601,31,FALSE,http://pbs.twimg.com/profile_images/846826929969876992/G95jl0jp_normal.jpg
"Depeche Mode, Caomuflage .Nie cierpiƒô Pislamskiej ciemnoty,zacofania i g≈Çupich prostych kmiot√≥w........Ty wiesz co......",12717,593,14294,1697,NA,Jakub Wierzbicki,2013-10-16T07:57:07Z,FALSE,FALSE,kubadm,"Hannover, Celle, 3miasto",pl,717332812,12,FALSE,http://pbs.twimg.com/profile_images/757768439033372672/uXRasUCG_normal.jpg
‡πÑ‡∏°‡πà‡πÄ‡∏Ñ‡∏¢‡∏Ñ‡∏∏‡∏¢‡∏Å‡∏±‡∏ô‡∏≠‡∏¢‡πà‡∏≤‡∏°‡∏≤‡∏Å‡∏ß‡∏ô‡∏ï‡∏µ‡∏ô ‡∏Å‡∏π‡∏™‡∏ß‡∏ô‡πÅ‡∏£‡∏á‡πÜ‡∏ô‡∏∞,249902,7828,2934,2410,NA,ÓÄ∞‚ò†¬∞‚Ä¢ √ê‚Ç£Œµƒë·Éß‚Ä¢¬∞‚Ä¢‚òÆÓÄ∞,2014-05-22T07:42:14Z,FALSE,FALSE,sulovebossss,,th,2514771818,63,FALSE,http://pbs.twimg.com/profile_images/844171958178656256/YbVMIxOR_normal.jpg
,5768,218,12495,303,NA,Pewna_pani,2011-04-15T15:47:54Z,FALSE,FALSE,Pewna_pani,,en,282630490,2,FALSE,http://pbs.twimg.com/profile_images/646737711584251904/n33pMQgy_normal.jpg
"Biz owner/job creator, 7th gen Texan, music lover. Public education is essential to preservation of liberties and rights of the people.",10920,1618,6263,3272,NA,Dinah Miller,2009-07-11T17:43:47Z,FALSE,FALSE,DinahMillerTX,Dallas Texas,en,55883616,66,FALSE,http://pbs.twimg.com/profile_images/842922793218068481/ScJij9Au_normal.jpg
,5940,149,27886,512,NA,AgaSte,2014-11-12T09:49:41Z,FALSE,FALSE,ASteckiewicz,,pl,2873534961,0,FALSE,http://pbs.twimg.com/profile_images/875575210417635328/BrcXmzlA_normal.jpg
,1871,40,4541,217,NA,Andrzej Marek,2012-05-29T08:41:11Z,FALSE,FALSE,andrzej_marek,,pl,593596860,0,FALSE,http://pbs.twimg.com/profile_images/429651539976663040/MZnA05yL_normal.jpeg
,2705,78,9601,127,NA,jack stronk,2017-07-10T19:28:47Z,FALSE,FALSE,jack_stronk,,pl,884494627780296704,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
,615,328,391,1786,NA,Adam W,2017-03-24T13:00:16Z,FALSE,FALSE,W18Adam,,pl,845258966410125312,0,FALSE,http://pbs.twimg.com/profile_images/845259226809323520/9YrZh4Rl_normal.jpg
Na ko≈Ñcu bƒôdzie ju≈º tylko dobrze.,46340,647,57985,671,NA,Zbyszekski,2011-08-14T20:32:22Z,FALSE,FALSE,Zbyszekski,,pl,355093371,65,FALSE,http://pbs.twimg.com/profile_images/835096159848906752/6y_xGWL2_normal.jpg
Pensad por cuenta propia y dejad que los dem√°s disfruten del derecho a hacer lo mismo,150862,10613,15986,3018,NA,borisvian1,2012-06-07T21:55:05Z,FALSE,FALSE,shababaty,,en,602235769,202,FALSE,http://pbs.twimg.com/profile_images/891666148412055552/AlB18qNY_normal.jpg
,8900,93,19036,251,NA,Dzandzar,2016-03-20T22:33:16Z,FALSE,FALSE,Okamg_nie_nie,,pl,711682045718749188,0,FALSE,http://pbs.twimg.com/profile_images/886999941171867648/-pE-ynjr_normal.jpg
"G≈Ç√≥wnie o polityce, gospodarce i obronno≈õci. Za chamstwo banujƒô.",4505,530,8839,187,NA,Marek Ì†ºÌ∑µÌ†ºÌ∑±,2017-01-26T02:24:41Z,FALSE,FALSE,_MarekP,"Warszawa, Polska",pl,824442907381952512,1,FALSE,http://pbs.twimg.com/profile_images/846023361243295744/gYU3UcHd_normal.jpg
"wszystko wydaje siƒô takie samo, a jednak inne jest wszystko...",31901,1159,45641,1078,NA,Sybi,2016-11-29T10:57:07Z,FALSE,FALSE,SybiKyme,....,pl,803553369747058688,4,FALSE,http://pbs.twimg.com/profile_images/822559114907844611/r22Gehei_normal.jpg
,1295,14,1718,90,NA,katarzyna gabrys,2017-03-11T22:31:16Z,FALSE,FALSE,katarzynagabry3,,pl,840691621406617600,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
kim jestem? czym siƒô interesujƒô? kiedy≈õ napiszƒô,792,743,752,2472,NA,Martu≈õka,2017-02-11T00:41:21Z,FALSE,FALSE,marta9213,Polska,pl,830215110165725185,0,FALSE,http://pbs.twimg.com/profile_images/830215534511788032/68yj-prA_normal.jpg
,66,0,111,42,NA,Andrzej Janiszewski,2016-03-13T22:18:50Z,FALSE,FALSE,xxl774,,pl,709141695187841025,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"Freedom fighter. Private opinions only.
My motto - The Only Easy Day Was Yesterday ‚úàÌ†ºÌ∑µÌ†ºÌ∑±",84233,2387,67821,4987,NA,Mario Rebel,2009-11-16T23:52:57Z,FALSE,FALSE,Mario389,Poland,pl,90516952,142,FALSE,http://pbs.twimg.com/profile_images/864731753889628160/__4s0Iyt_normal.jpg
Government & Politics,3189,193,9061,1718,NA,UdoBlick,2017-02-04T06:58:27Z,FALSE,FALSE,udo_blick,,en,827773293058928640,1,FALSE,http://pbs.twimg.com/profile_images/831483955417280513/N5k9aPH5_normal.jpg
"""To all the little girls watching...never doubt that you are valuable and powerful & deserving of every chance & opportunity in the world.""~Hillary Clinton‚ú®",503,37,681,389,NA,princessleia,2016-05-28T07:49:34Z,FALSE,FALSE,alexii_roses,"Warszawa, Polska",en,736464414350704640,1,FALSE,http://pbs.twimg.com/profile_images/876844704578621441/TAG2P5_2_normal.jpg
"Spo≈Çecznik interesujƒÖcy siƒô politykƒÖ. 
Bo warto byƒá ‚Äûpozytywnym dewiatem‚Äù ‚Äì dzia≈Çaƒá na rzecz dobra w sytuacji, kiedy normƒÖ jest nie-dzia≈Çanie (prof. Zimbardo)",2681,474,3408,984,https://t.co/O4zGNtc01U,Daniel Ruszkowski,2009-05-17T13:00:10Z,FALSE,FALSE,d_ruszkowski,"Wroc≈Çaw, Polska",pl,40655117,5,FALSE,http://pbs.twimg.com/profile_images/860163945457430528/sL0gupB9_normal.jpg
,3216,77,6783,179,NA,Balbina Baryka,2010-05-18T23:29:15Z,FALSE,FALSE,aksrow,,pl,145423497,2,FALSE,http://pbs.twimg.com/profile_images/830725176115490816/g8UQfGag_normal.jpg
Gi≈Ñ Malango,30927,529,39328,638,NA,_Uncle_Jun,2013-02-03T17:18:32Z,FALSE,FALSE,_uncle_jun,Pruszk√≥w,pl,1145720737,13,FALSE,http://pbs.twimg.com/profile_images/853771893811290113/iCxlJ1a9_normal.jpg
"Staram siƒô byƒá obiektywny, lecz Ciƒô≈ºko Teraz 
Przeciwnik K≈Çamcy-Konusa na drabince, Dumny z osiƒÖgniƒôƒá Polski ! MƒÖ≈º, ojciec, POLSKO CO Z CIEBIE ZROBILI ???",1021,457,1336,561,NA,"Polak ,Ì†ºÌ∑µÌ†ºÌ∑±Ì†ºÌ∑™Ì†ºÌ∑∫",2017-01-10T14:50:59Z,FALSE,FALSE,Polska14241302,,pl,818832513061847040,0,FALSE,http://pbs.twimg.com/profile_images/822233067234410496/4l0SQ8g3_normal.jpg
Liberal y comprometido con mis ideales,15008,79,3664,107,NA,Carlos Silva Perez,2010-05-13T18:58:31Z,FALSE,FALSE,carlossilvap,,en,143537407,12,FALSE,http://pbs.twimg.com/profile_images/2423545624/image_normal.jpg
"Radny dzielnicy Przymorze Wielkie, .Nowoczesna",4592,304,12738,1152,https://t.co/xPXKFOS2xb,Mateusz Janota,2016-10-03T13:53:52Z,FALSE,FALSE,MatJanota,"Gda≈Ñsk, Polska",pl,782941742425399296,1,FALSE,http://pbs.twimg.com/profile_images/789598877221523456/oTTlmGW6_normal.jpg
"Amo los atardeceres, cr√≠tico y sobre todo quite√±o NO AL BORREGUISMO si a un pensamiento analitico",11514,135,5630,1032,NA,CHARLIE,2011-02-02T15:16:03Z,FALSE,FALSE,CAR021282,,es,246309871,6,FALSE,http://pbs.twimg.com/profile_images/620405782325141504/p39fSFBD_normal.jpg
,1435,11,2419,66,NA,rico,2016-09-07T11:32:38Z,FALSE,FALSE,kolesio26,Polska,pl,773484115794468865,0,FALSE,http://pbs.twimg.com/profile_images/826566215736946689/G-Jf_oge_normal.jpg
"Zaniepokojony przysz≈Ço≈õciƒÖ Polski, ojciec sze≈õciorga dzieci, tolerujƒÖcy wszystko opr√≥cz g≈Çupoty, neutralny ≈õwiatopoglƒÖdowo romantyk, racjonalny przedsiƒôbiorca.",4141,228,6574,704,NA,Adam Zborowski,2014-09-08T19:26:44Z,FALSE,FALSE,Adam_Zborowski,"Mys≈Çowice, Polska",pl,2798449938,1,FALSE,http://pbs.twimg.com/profile_images/652897146857988097/wIEJs-1B_normal.jpg
"radca prawny/legal counsel, pro publico bono in human rights cases, globetrotter, lover of art deco and good books..",623,58,885,81,https://t.co/2XylmmNIND,Bo≈ºena G≈Çowacka,2015-04-03T10:32:09Z,FALSE,FALSE,Counsel_PL,,en,3131559653,5,FALSE,http://pbs.twimg.com/profile_images/747797046443319296/gTm5kax5_normal.jpg
"Teacher, reader, thinker, dreamer...",3640,74,490,195,https://t.co/lQhoQCGZ7n,MarcinLegezynskiÌ†ºÌ∑µÌ†ºÌ∑±,2012-02-03T13:13:44Z,FALSE,FALSE,Eriol_o_Eressea,"England, United Kingdom",en,482038592,2,FALSE,http://pbs.twimg.com/profile_images/378800000813834404/923d05c62b50793512a81072fa09194a_normal.jpeg
Polska bez PiS.,8818,338,8458,749,NA,TW Lukasz Jazz Gott,2010-04-24T08:57:19Z,FALSE,FALSE,upupaepops3103,,pl,136571654,7,FALSE,http://pbs.twimg.com/profile_images/569852671461298176/z213eveT_normal.jpeg
Platforma Obywatelska w Mi≈Ñsku Mazowieckim,1141,628,1781,729,NA,PO Mi≈Ñsk Maz. ‚úå,2016-10-01T23:12:48Z,FALSE,FALSE,PO_MinskMaz,"Mi≈Ñsk Mazowiecki, Polska",pl,782357627334524928,3,FALSE,http://pbs.twimg.com/profile_images/850107989826600961/dKomUmom_normal.jpg
"Nauczyciel j. niemieckiego, t≈Çumacz. Ewidentny ""gorszy sort"". Libera≈Ç bliski centrum.",3144,239,4878,1206,NA,Jan Liniewiecki,2017-05-03T09:40:43Z,FALSE,FALSE,JanLiniewiecki,"Katowice, Polska",pl,859704262439448577,2,FALSE,http://pbs.twimg.com/profile_images/860078117829959680/ybVQdJ95_normal.jpg
,4357,335,538,325,NA,Turkuc Podjadek,2014-04-13T13:29:20Z,FALSE,FALSE,tpodjadek,Poland,pl,2441717192,7,FALSE,http://pbs.twimg.com/profile_images/749688430267920384/U7jeOzbh_normal.jpg
"Kiedy≈õ pisa≈Çem o sobie - ≈öwir z zasadami. Do dzisiaj nic lepszego nie wymy≈õli≈Çem. Interesuje mnie wszystko, pasjonuje polityka i sport.",180,5,229,170,NA,zebras,2012-08-25T14:10:10Z,FALSE,FALSE,zzebrass,"Bia≈Çystok, Polska",pl,780390715,1,FALSE,http://pbs.twimg.com/profile_images/887787346913046528/8_l-1Yp__normal.jpg
"Of #Fish and #Men. Policy advisor  @OceanaEurope. European citizen, Polish native, Brussels sprout. 
Own views & it's 2017:RT‚â†endorsement. 
PL/EN/ES/GL/PT/FR/IT",1912,567,1036,2222,NA,Agnes,2015-12-07T16:18:58Z,FALSE,FALSE,Oceana_Agnes,Earth dimension C-137,en,4406484083,32,FALSE,http://pbs.twimg.com/profile_images/872471838248587264/HvpX5O2W_normal.jpg
"o wszystkim, i o niczym...w granicach rozsƒÖdku, czasem ≈ºartujƒô, innym razem jestem powa≈ºna, lubiƒô Ciƒô, u≈õmiechaj siƒô do mnie, ale nie cmokaj Ch≈Çopcze Ì†ΩÌ∏ò#dystans",42596,1266,62e3,581,NA,Agnieszka‚úåÌ†ºÌ∑™Ì†ºÌ∑∫Ì†ºÌ∑µÌ†ºÌ∑±,2015-09-12T17:50:21Z,FALSE,FALSE,A_gnie_szka,istnieje,pl,3633650188,7,FALSE,http://pbs.twimg.com/profile_images/893138843418755072/zTrGiYIn_normal.jpg
,48457,888,38782,494,NA,Pol√≠ticaEc 2017,2010-08-07T13:53:30Z,FALSE,FALSE,Politica2017,,es,175746444,14,FALSE,http://pbs.twimg.com/profile_images/864182329794863104/Qd22_Tbd_normal.jpg
Po kilku latach pracy jako psycholo≈ºka robiƒô joint masters degree @EuroPH #zdrowiepubliczne na @sheffielduni w Sheffield oraz @ehesp w Pary≈ºu,455,36,550,234,https://t.co/pOJVr2mBui,Joanna Brzezi≈Ñska,2015-10-24T18:32:42Z,FALSE,FALSE,j_brzezinska,Europe,pl,4033397975,0,FALSE,http://pbs.twimg.com/profile_images/738468559236399104/0pWWhxzy_normal.jpg
#LudzkimPanom m√≥wiƒô STOP.,7249,705,19299,937,NA,Ewa Brzezi≈Ñska,2015-12-20T17:13:09Z,FALSE,FALSE,brzezinska_ewa,Polska,pl,4548238643,5,FALSE,http://pbs.twimg.com/profile_images/875081326080163841/sWhKgwtF_normal.jpg
"""Nie mo≈ºesz mieƒá dobrego rzƒÖdu bez dobrej propagandy"". Amen. 

UWAGA! KONTO PIS-FREI, K...15 - FREI, PO-FREI, PSL-FREI, .N -FREI I KATO-FREI! To nie dla nich.",20721,1528,17401,88,https://t.co/v18Bv55SKL,Wojciech Jab≈Ço≈Ñski,2017-02-27T18:45:05Z,FALSE,FALSE,JablonskiDoktor,,pl,836286046832820226,10,FALSE,http://pbs.twimg.com/profile_images/836299526579359749/MHQaQkHX_normal.jpg
"Nie znam przysz≈Ço≈õci. Nie powiem wam jak to siƒô sko≈Ñczy. Ale powiem wam, jak siƒô zacznie. Poka≈ºƒô wam palec, a wy dacie mi zadzwoniƒá.",1743,343,2333,541,NA,NEO,2017-05-04T13:58:49Z,FALSE,FALSE,n______e______o,,pl,860131604852813825,1,FALSE,http://pbs.twimg.com/profile_images/860141671610232833/QebKN3dK_normal.jpg
"Wolno≈õƒá kocham i rozumiem 
Wolno≈õci oddaƒá nie umiem ‚úå",22830,448,7820,805,NA,Ma≈Ça_Czarna,2016-12-17T06:57:38Z,FALSE,FALSE,Jagoda_Czarna,,pl,810016083629449216,2,FALSE,http://pbs.twimg.com/profile_images/892089495771893763/iqsEXhFP_normal.jpg
"Oficjalny Twitterowy profil strony Jestem dumny z tego, ≈ºe jestem lewakiem
Codziennie nowa porcja informacji",16434,127,2196,380,https://t.co/QOYhdLQvKM,JDZT≈ªJL,2015-09-30T15:36:13Z,FALSE,FALSE,JDZTZJL,Internet :),pl,3825290363,5,FALSE,http://pbs.twimg.com/profile_images/649247641709232128/tUwfu6F8_normal.png
,7,3,3,26,NA,Jacek Jenek,2012-04-25T17:02:20Z,FALSE,FALSE,JacekJenek,,pl,563116506,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"≈Åuk 22:36: ""(...)‚ÄûTeraz jednak, kto ma sakiewkƒô, niech jƒÖ we≈∫mie; tak samo i torbƒô podr√≥≈ºnƒÖ. A kto tego nie ma, niech sprzeda sw√≥j p≈Çaszcz i kupi MIECZ!""""",77013,1242,11918,2097,NA,Vytautas,2012-10-05T13:38:14Z,FALSE,FALSE,Comisarex1,,pl,863063822,28,FALSE,http://pbs.twimg.com/profile_images/630075432981917696/9X4vxe2-_normal.jpg
≈Åodzianka. Widzewiaczka. Cz≈Çonek ZarzƒÖdu Stowarzyszenia M≈Çodzi Demokraci.,587,547,775,840,NA,Marta Przywara,2012-01-12T00:45:10Z,FALSE,FALSE,MartaPrzywara,Polska,pl,461625732,8,FALSE,http://pbs.twimg.com/profile_images/561370774851055616/f_bRKSKT_normal.jpeg
,1479,414,2298,700,NA,M≈Çodzi .N Mazowsze,2016-06-27T17:01:07Z,FALSE,FALSE,Mlodzi_N_MAZ,,pl,747474853494685696,4,FALSE,http://pbs.twimg.com/profile_images/861321153570377728/5mDvoK_v_normal.jpg
Na twitterze wype≈Çniam obowiƒÖzki polskie.,9554,234,7285,240,NA,Oficer wywiadu Ì†ΩÌµµÔ∏è,2013-06-09T21:03:07Z,FALSE,FALSE,Oficer_DZ,Poland,pl,1496588832,2,FALSE,http://pbs.twimg.com/profile_images/887217042188894212/diIWt5e1_normal.jpg
,2743,33,893,345,NA,sneer,2009-06-16T14:20:16Z,FALSE,FALSE,askapski,,en,47634552,1,FALSE,http://pbs.twimg.com/profile_images/477942717339947010/mX9Yg7Q7_normal.jpeg
"Dyrektor ZarzƒÖdzajƒÖcy w miƒôdzynarodowej firmie, Lider ruchu spo≈Çecznego Wsp√≥lneRazem, cz≈Çonek zarzƒÖdu/skarbnik Nowoczesna region Mazowsze.",6939,1352,6340,3772,NA,Piotr Kandyba,2014-12-21T21:38:49Z,FALSE,FALSE,KandybaPiotr,"≈ªabieniec,Piaseczno",pl,2935915325,5,FALSE,http://pbs.twimg.com/profile_images/757328555835555845/cz5YUP50_normal.jpg
,323,32,36,152,NA,king kaiser,2016-10-29T23:00:03Z,FALSE,FALSE,Maciek_seweryn,,pl,792501278349877250,0,FALSE,http://pbs.twimg.com/profile_images/792508071553662976/ZaDt9iRR_normal.jpg
The starry skies above me and the moral law inside me,17140,186,10458,337,https://t.co/OXlSnLDHux,SensitiveDecadent,2012-08-06T13:54:58Z,FALSE,FALSE,Zearilla,,pl,740676438,10,FALSE,http://pbs.twimg.com/profile_images/877270959719424000/xayCniJn_normal.jpg
,214,6,725,71,NA,Piotr,2012-12-26T15:10:37Z,FALSE,FALSE,aquarioom,,pl,1037354677,0,FALSE,http://pbs.twimg.com/profile_images/3043485429/06bd6b64683b40636d6dc051437870f7_normal.jpeg
Our thoughts are most important. All that we are is the result of what we have thought,110442,1434,19292,2710,NA,Doremus Jessup,2011-06-30T19:25:01Z,FALSE,FALSE,DoremusJ,9/10th mile north Nowhere OK,en,326957691,91,FALSE,http://pbs.twimg.com/profile_images/815226106475200512/EAf8fERF_normal.jpg
,48,8,300,38,NA,Pablo,2017-04-11T19:41:04Z,FALSE,FALSE,Pablo711Pablo,,pl,851882811078455303,0,FALSE,http://pbs.twimg.com/profile_images/858042445887676418/Fz7Czp4s_normal.jpg
,8865,423,664,476,NA,Zachariasz,2014-04-30T20:06:01Z,FALSE,FALSE,zachariaszxo,Poland,en,2519703819,15,FALSE,http://pbs.twimg.com/profile_images/849375219093577728/MCnSfsCH_normal.jpg
technolog konstruktor,4861,450,1242,1723,https://t.co/gmfKmFyUbD,Ada Bozena JS,2014-02-21T17:29:32Z,FALSE,FALSE,ada_js,,pl,2355113606,2,FALSE,http://pbs.twimg.com/profile_images/597837806157729792/866-zgej_normal.jpg
"Asystent Pos≈Ça @KMichalkiewicz 
By≈Çy Asystent Pose≈Ç @MaSadurska
Biuro ZO PiS  okr 6-Lublin
PrzewodniczƒÖcy FM PiS Opole Lub
Bezpiecze≈Ñstwo Narodowe @KUL_Lublin",6316,358,17845,456,NA,Bart≈Çomiej Rogala,2011-12-02T14:26:21Z,FALSE,FALSE,RogalaBartek,"Lublin, Polska",pl,426653862,2,FALSE,http://pbs.twimg.com/profile_images/857931399273295872/PIWySn8U_normal.jpg
,19378,2728,27984,351,NA,Dr Zoidberg,2013-03-16T12:02:03Z,FALSE,FALSE,Dr_Zoidberg_PL,"Wroc≈Çaw, Polska",pl,1272132054,27,FALSE,http://pbs.twimg.com/profile_images/821309600678944768/oxUk52fY_normal.jpg
W≈ÅA≈öNIE TRAFI≈ÅA≈ö NA KONIEC ≈öWIATA Ì†ΩÌ≥øÌ†ΩÌ±èÌ†ºÌºè                                                                         Ì†ΩÌ±ªSnapchat: czarnonabialym1,308,945,1055,2371,NA,Imie Nazwisko,2017-02-21T21:44:48Z,FALSE,FALSE,only_trush,Polska-Wroc≈Çaw ,pl,834156946294968320,1,FALSE,http://pbs.twimg.com/profile_images/834513933771878404/m7YkCmYg_normal.jpg
"@LAHP_DTP PhD student+course tutor at @ucl @UCLHoA. Research on decolonial conflicts, their legacies, and visual culture, with focus on Algeria and France",265,55,238,137,https://t.co/5aOw4tcdSn,Kasia Falƒôcka,2015-12-27T18:05:47Z,FALSE,FALSE,kasia_falecka,PL+UK,en,4623913641,3,FALSE,http://pbs.twimg.com/profile_images/891428218665914368/fByWutJI_normal.jpg
"CAD Designer, moje pasje to kolej, polityka, sport. Kibic @Udinese_1896 Furl√†n, Austrofil",11270,331,4366,1429,NA,Patryk Marin,2015-05-20T21:25:25Z,FALSE,FALSE,PatrykMarin,"Udine, Friuli-Venezia Giulia",pl,3291958301,16,FALSE,http://pbs.twimg.com/profile_images/601137756891258880/iHvUKu9H_normal.jpg
https://t.co/rv6vBLiiLx -autor Jerzy Kowalczyk (1938-2015),4938,145,7327,617,NA,H. Szuster-Kowalczyk,2012-02-19T19:38:32Z,FALSE,FALSE,heszko,Polska,pl,497245076,0,FALSE,http://pbs.twimg.com/profile_images/891449789711253505/TaQDK2XD_normal.jpg
Opera singer & centrist activist. Member of @Platforma_org - @PO_Wielkopolska #proteststudent√≥w @EPP,3173,189,2403,782,NA,Raciborski,2014-08-24T07:51:50Z,FALSE,FALSE,AHRaciborski,"Poznan, PL EU",pl,2761764205,4,FALSE,http://pbs.twimg.com/profile_images/886218249477730305/A2dwHqFR_normal.jpg
,2981,56,7537,174,NA,RaZet,2017-05-22T20:32:55Z,FALSE,FALSE,RadoZett,,pl,866753763893182464,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
,18178,6727,12091,467,NA,Sycylia Ì†ºÌ∑µÌ†ºÌ∑±,2016-11-16T18:16:18Z,FALSE,FALSE,sycylia6_,,pl,798952851607273472,22,FALSE,http://pbs.twimg.com/profile_images/848200054355742722/qQtrd-pv_normal.jpg
"Jestem tu prywatnie, czytam, obserwujƒô polityczne piekie≈Çko i zastanawiam siƒô, czy to kiedykolwiek siƒô zmieni - na lepsze?",10490,781,15475,1647,NA,El≈ºbieta Ziober,2015-06-22T19:40:26Z,FALSE,FALSE,ElzbietaZiober,"Warmi≈Ñsko-Mazurskie, Polska",pl,3341955964,5,FALSE,http://pbs.twimg.com/profile_images/821358143846367232/O8tM-k_t_normal.jpg
,2640,21,442,132,NA,Piotr Furman,2012-03-15T19:40:25Z,FALSE,FALSE,Piter_Miki,Polska,pl,525684921,4,FALSE,http://pbs.twimg.com/profile_images/1899460973/_MG_8871_normal.jpg
Amatorsko gram w pi≈Çkƒô.Zawsze po prawej stronie.,4859,203,3584,260,NA,Mariusz Napastnik,2015-09-12T16:56:06Z,FALSE,FALSE,MNapastnik,Warszawa/Radom,pl,3633182657,6,FALSE,http://pbs.twimg.com/profile_images/791473468600647680/sIrcvLPi_normal.jpg
"Darek, programista weteran,  
MY NAR√ìD POLSKI ...

dziwne czasy nasta≈Çy gdy uczciwo≈õc jest naiwno≈õciƒÖ a prawdom√≥wno≈õƒá g≈ÇupotƒÖ",5258,542,2823,699,NA,Darek Chlorofil O.O.,2017-05-04T07:14:11Z,FALSE,FALSE,chlorofil_a,"Kujawsko-Pomorskie, Polska",pl,860029775355797504,0,FALSE,http://pbs.twimg.com/profile_images/892646437502296064/YiA0uh3N_normal.jpg
,2048,34,2076,216,NA,Godzuki28,2016-06-25T13:57:04Z,FALSE,FALSE,Godzuki28,"Wien, √ñsterreich",pl,746703757552001024,1,FALSE,http://pbs.twimg.com/profile_images/809666288826122241/Y_x4nPLE_normal.jpg
|Ma≈Çopolanin|  #POlskaWolno≈õƒái,1280,96,7117,173,NA,Piotr Grabarczyk,2012-02-09T14:57:06Z,FALSE,FALSE,PiotrGrabarczyk,"Olkusz, Polska",pl,487601865,0,FALSE,http://pbs.twimg.com/profile_images/636836962738028544/sOBQfclC_normal.jpg
,352,14,2212,67,NA,greg,2013-02-08T12:50:05Z,FALSE,FALSE,GringosW,,pl,1160074392,0,FALSE,http://pbs.twimg.com/profile_images/711296642943721474/Rq-8aond_normal.jpg
"Lektor,nie wyznajƒô ≈ºadnej religii,wiem,≈ºe polityka to z≈Ço ale bez niej siƒô nie da",2216,107,5155,245,NA,izabel,2016-05-17T10:13:30Z,FALSE,FALSE,fittiza,,pl,732514370316587008,3,FALSE,http://pbs.twimg.com/profile_images/802307624981172224/bxJ8wuTB_normal.jpg
,1821,25,4109,256,NA,Tadeusz Baczynski,2014-08-19T21:51:16Z,FALSE,FALSE,Jelitkowski,,sv,2746839776,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
,15663,371,7535,857,https://t.co/7V7EcqzvFK,St.Kapral GawronÌ†ºÌ∑µÌ†ºÌ∑±,2011-07-30T11:05:11Z,FALSE,FALSE,gawroniasty78,Warsaw / Poland,pl,345303771,3,FALSE,http://pbs.twimg.com/profile_images/880215259574882305/ZPP2D2Kn_normal.jpg
,8819,125,7847,221,NA,Joanna Laurens ‚úå‚úå‚úå,2016-12-17T16:29:37Z,FALSE,FALSE,matyldzia5,Nederaland,nl,810160026794999808,2,FALSE,http://pbs.twimg.com/profile_images/813778846004682752/NnpsvfsV_normal.jpg
"Dzia≈Çacz polityczny oraz spo≈Çeczny. Sekretarz PO Ko≈Ço Pozna≈Ñ - Je≈ºyce. Obszar zainteresowania: polityka spo≈Çeczna, edukacyjna, m≈Çodzie≈ºowa oraz gospodarcza.",7,15,17,111,https://t.co/67bSPnl2Zh,Jakub Kucharczyk,2012-03-11T17:07:32Z,FALSE,FALSE,KucharczykJakub,"Pozna≈Ñ, Polska",pl,521487283,0,FALSE,http://pbs.twimg.com/profile_images/888746038936391680/hnCy5nRc_normal.jpg
,5694,169,8194,293,NA,Artur,2015-12-13T19:55:43Z,FALSE,FALSE,Artur121977,bez znaczenia,en,4473537569,1,FALSE,http://pbs.twimg.com/profile_images/889239581559803904/X9aJszoG_normal.jpg
,6077,386,2670,1049,NA,CP,2015-02-26T13:23:07Z,FALSE,FALSE,CeCezary,,pl,3043533404,2,FALSE,http://pbs.twimg.com/profile_images/593158711880916992/-kZlvrrq_normal.jpg
